,string_X_train,Y_label,EXPNO,from,predict,class,預測部門代號
5064,CIF CAT LAIVIETNAMCOMMODITY PVC RESINS60 QTY8575 MTSUNIT PRICEUSD1550MTPACKING25KGS IN PP WOVEN BAG WITH PE LAMINATEDHS CODE390410,PVC RESINS60,11,202104.xlsx,"[' PP ', ' PE ', 'PVC RESINS60']",rule,23
5065,CIF CAT LAIVIETNAMCOMMODITY PVC RESINS60 QTY8575 MTSUNIT PRICEUSD1550MTPACKING25KGS IN PP WOVEN BAG WITH PE LAMINATEDHS CODE390410,PVC RESINS60,11,202104.xlsx,"[' PP ', ' PE ', 'PVC RESINS60']",rule,23
5066,CIF CAT LAIVIETNAMCOMMODITY PVC RESINS60 QTY8575 MTSUNIT PRICEUSD1550MTPACKING25KGS IN PP WOVEN BAG WITH PE LAMINATEDHS CODE390410,PVC RESINS60,11,202104.xlsx,"[' PP ', ' PE ', 'PVC RESINS60']",rule,23
5067,HS CODE 2917350054 MTS OF  PHTHALIC ANHYDRIDE  PA AT THE RATE USD 1020 PER MTCOMPLETE DESCRIPTION SPECIFICATION QUANTITY PRICE AS PERPROFORMA INVOICE NO NP1385 DATED 250320321CFR KARACHI SEAPORT PAKISTAN INCOTERM 2020,PHTHALIC ANHYDRIDE,27,202104.xlsx,"['PHTHALIC ANHYDRIDE', ' PA ']",rule,27
5068,TAIRILAC ABS RESINS GRADE  NO AG15AJQUANTITY 1100 MTSAT THE RATE OF USD 286000 PER MTGRADE NO AG15E1QUANTITY 700 MTSAT THE RATE OF USD 274000 PER MTSPECIFICATIONS AND FURTHER DETAILS ARE AS PERBENEFICIARYS PROFORMA INVOICE NO B4008DATED MAR 29 2021CFR KARACHI SEAPORT  PAKISTAN INCOTERMS  2020,GRADE,4A,202104.xlsx,"[' GRADE ', 'ABS RESIN', ' ABS ']",rule,4A
5069,TAIRILAC ABS RESINS GRADE  NO AG15AJQUANTITY 1100 MTSAT THE RATE OF USD 286000 PER MTGRADE NO AG15E1QUANTITY 700 MTSAT THE RATE OF USD 274000 PER MTSPECIFICATIONS AND FURTHER DETAILS ARE AS PERBENEFICIARYS PROFORMA INVOICE NO B4008DATED MAR 29 2021CFR KARACHI SEAPORT  PAKISTAN INCOTERMS  2020,GRADE,4A,202104.xlsx,"[' GRADE ', 'ABS RESIN', ' ABS ']",rule,4A
5071,PURIFIED TEREPHTHALIC  ACID  2024000KGTRADE TERMS F O B ANY PORT IN TAIWAN,ACID,48,202104.xlsx,[' ACID '],rule,1A
5072,PURIFIED TEREPHTHALIC  ACID  2024000KGTRADE TERMS F O B ANY PORT IN TAIWAN,ACID,48,202104.xlsx,[' ACID '],rule,1A
5073,PURIFIED TEREPHTHALIC  ACID  2024000KGTRADE TERMS F O B ANY PORT IN TAIWAN,ACID,48,202104.xlsx,[' ACID '],rule,1A
5074,PURIFIED TEREPHTHALIC  ACID  2024000KGTRADE TERMS F O B ANY PORT IN TAIWAN,ACID,48,202104.xlsx,[' ACID '],rule,1A
5075,PURIFIED TEREPHTHALIC  ACID  2024000KGTRADE TERMS F O B ANY PORT IN TAIWAN,ACID,48,202104.xlsx,[' ACID '],rule,1A
5076,PURIFIED TEREPHTHALIC  ACID  2024000KGTRADE TERMS F O B ANY PORT IN TAIWAN,ACID,48,202104.xlsx,[' ACID '],rule,1A
5078,COMMODITY  MONO ETHYLENE GLYCOL MEGQUANTITY 20000000 MTUNIT PRICE USD 6700000MTCFR  ZHANGJIAGANG CHINAPACKINGIN BULKORIGIN TAIWAN,MONO ETHYLENE GLYCOL,2A,202104.xlsx,['MONO ETHYLENE GLYCOL MEG'],rule,2A
5079,CIF LAEM CHABANG THAILAND POLYCARBONATE RESIN PC  GF 20 AC2120    3000 KGMPOLYCARBONATE RESINPC  GF 20 AC2120   14000 KGM,POLYCARBONATE RESIN,4A,202104.xlsx,"[' RESIN ', 'POLYCARBONATE RESIN']",rule,4A
5080,TAIRILAC  ABS RESIN SCOST INSURANCE AND FREIGHT PORT KLANG MALAYSIA,ABS RESIN,4A,202104.xlsx,"['ABS RESIN', ' RESIN ', ' ABS ']",rule,4A
5082,MONOETHYLENE GLYCOL MEG FIBER  GRADE QUANTITY 1000MTS 05UNIT PRICE USD84000MTPRICE TERM CFR FUZHOU CHINA,GRADE,2A,202104.xlsx,"[' GRADE ', 'MONOETHYLENE GLYCOL']",rule,2A
5083,60 MT OF  MALEIC ANHYDRIDE  BRIQUETTE TYPE AT USD 180000 PER MTCIF LAEM CHABANG,MALEIC ANHYDRIDE,2P,202104.xlsx,['MALEIC ANHYDRIDE'],rule,2P
5084,21000KGS OF DI 2PROPYLHEPTYL  PHTHALATE  DPHPAS PER PURCHASE ORDER NO E31001819DATED 26022021COST INSURANCE AND FREIGHT PENANG PORT MALAYSIA,PHTHALATE,27,202104.xlsx,[' PHTHALATE '],rule,27
5086, EPOXY RESIN QUANTITY 20000KGSAMOUNT USD6400000CIF HUANGPU PORT CHINA,EPOXY RESIN,2R,202104.xlsx,"['EPOXY RESIN', ' RESIN ']",rule,2R
5089, EPOXY RESIN QUANTITY32000KGSAMOUNT USD 10240000CIF HUANGPU PORT CHINA,EPOXY RESIN,2R,202104.xlsx,"['EPOXY RESIN', ' RESIN ']",rule,2R
5090, EPOXY RESIN QUANTITY32000KGSAMOUNT USD 10240000CIF HUANGPU PORT CHINA,EPOXY RESIN,2R,202104.xlsx,"['EPOXY RESIN', ' RESIN ']",rule,2R
5091, EPOXY RESIN QUANTITY 40000KGSAMOUNTUSD 12800000CIF HUANGPU PORT CHINA,EPOXY RESIN,2R,202104.xlsx,"['EPOXY RESIN', ' RESIN ']",rule,2R
5092, EPOXY RESIN QUANTITY 40000KGSAMOUNTUSD 12800000CIF HUANGPU PORT CHINA,EPOXY RESIN,2R,202104.xlsx,"['EPOXY RESIN', ' RESIN ']",rule,2R
5093, PVC RESIN S60  FOR 10500MT AND S 65D FOR 12600MT AS PER SALESCONTRACT NO T21316 DATED18032021 INCOTERMS CIF KOLKATA INDIAUNDER PO NO5500001341 DATED 20032021,PVC RESIN S60,11,202104.xlsx,['PVC RESIN S60'],rule,11
5094, PVC RESIN S60  FOR 10500MT AND S 65D FOR 12600MT AS PER SALESCONTRACT NO T21316 DATED18032021 INCOTERMS CIF KOLKATA INDIAUNDER PO NO5500001341 DATED 20032021,PVC RESIN S60,11,202104.xlsx,['PVC RESIN S60'],rule,11
5095,CIP DONGGUANABS RESIN  GRADE  NOAG15A1H   5400MT,GRADE,4A,202104.xlsx,"[' GRADE ', 'ABS RESIN', ' RESIN ']",rule,4A
5096,CIP DONGGUANABS RESIN  GRADE  NOAG15A1H   5400MT,GRADE,4A,202104.xlsx,"[' GRADE ', 'ABS RESIN', ' RESIN ']",rule,4A
5097,18 MTS OF TAIRILAC ABS RESINS  GRADE  AG15E1AT THE RATE OF USD 2740 PER MTALL OTHER DETAILS AND SPECIFICATIONS ARE AS PER BENEFICIARYSPROFORMA INVOICE NO B3052 DATED 12032021CFR KARACHI SEAPORT PAKISTAN,GRADE,4A,202104.xlsx,"[' GRADE ', ' TAIRILAC ', 'ABS RESIN', ' ABS ']",rule,4A
5098,HSCODE39204910PHARMACEUTICAL MATERIAL FOR PHARMACEUTICAL USEQTY 5000 KGS OF  RIGID PVC FILM  AT THE RATE USD 175 PER KG3000KGS REEL WIDTH 250MM2000KGS REEL WIDTH 260MMCOMPLETE DESCRIPTION DETAIL SPECIFICATION QUANTITY AND PRICEAS PER INDENT NO 2112621 DATED 11032021FOB KAOHSIUNG TAIWAN SEAPORT INCOTERM 2020,RIGID PVC FILM,22,202104.xlsx,"['RIGID PVC FILM', ' MATERIAL ']",rule,22
5099,HSCODE39204910PHARMACEUTICAL MATERIAL FOR PHARMACEUTICAL USEQTY 5000 KGS OF  RIGID PVC FILM  AT THE RATE USD 175 PER KG3000KGS REEL WIDTH 250MM2000KGS REEL WIDTH 260MMCOMPLETE DESCRIPTION DETAIL SPECIFICATION QUANTITY AND PRICEAS PER INDENT NO 2112621 DATED 11032021FOB KAOHSIUNG TAIWAN SEAPORT INCOTERM 2020,RIGID PVC FILM,22,202104.xlsx,"['RIGID PVC FILM', ' MATERIAL ']",rule,22
5102, EPOXY RESIN  NPEL127 H AS PER APPLICANT PURCHASE ORDERNUMBERO01000854 AND BENEFICIARY PROFORMA INVOICE PF0401INCOTERMS CIF JEBEL ALI,EPOXY RESIN,2R,202104.xlsx,"['EPOXY RESIN', ' RESIN ']",rule,2R
5103,QUANTITY 18 MTONSTAIRILAC ABS RESINS GRADE  NO AG15E1AT THE RATE OF USD 2670 PER MTONCFR KARACHI SEAPORT PAKISTAN ALL OTHER DETAILS AND SPECIFICATIONS AS PER BENEFICIARYS PROFORMA INVOICE NO B3031 REVISED DATED 05032021,GRADE,4A,202104.xlsx,"[' GRADE ', 'ABS RESIN', ' ABS ']",rule,4A
5107,FOB TAIWAN1000 MT USD650MT OF PURIFIED TEREPHTHALIC  ACID 10 MT JUMBO BAG IN 20 FT CONTAINERHS NO 29053100COUNTRY OF ORIGIN TAIWAN,ACID,48,202104.xlsx,[' ACID '],rule,1A
5108,FOB TAIWAN1000 MT USD650MT OF PURIFIED TEREPHTHALIC  ACID 10 MT JUMBO BAG IN 20 FT CONTAINERHS NO 29053100COUNTRY OF ORIGIN TAIWAN,ACID,48,202104.xlsx,[' ACID '],rule,1A
5109,FOB TAIWAN1000 MT USD650MT OF PURIFIED TEREPHTHALIC  ACID 10 MT JUMBO BAG IN 20 FT CONTAINERHS NO 29053100COUNTRY OF ORIGIN TAIWAN,ACID,48,202104.xlsx,[' ACID '],rule,1A
5110,50 MTS  PROPYLENE COPOLYMER  GRADE  NOK4715AS PER SALES CONTRACT NOW30182 DATE 1032021CIF LAEMCHABANG THAILAND,GRADE,4A,202104.xlsx,"[' PROPYLENE ', ' GRADE ', 'PROPYLENE COPOLYMER']",rule,4A
5111,TAIRILIN BRAND POLYESTER FILM B  GRADE        15U19U     20000 KGS       23U125U    20000 KGSCIF SHANGHAI PORT CHINA,GRADE,2E,202104.xlsx,"[' GRADE ', 'POLYESTER FILM', ' POLYESTER ']",rule,2E
5112,TAIRILIN BRAND POLYESTER FILM B  GRADE        15U19U     20000 KGS       23U125U    20000 KGSCIF SHANGHAI PORT CHINA,GRADE,2E,202104.xlsx,"[' GRADE ', 'POLYESTER FILM', ' POLYESTER ']",rule,2E
5113,TAIRILIN BRAND POLYESTER FILM B  GRADE        15U19U     20000 KGS       23U125U    20000 KGSCIF SHANGHAI PORT CHINA,GRADE,2E,202104.xlsx,"[' GRADE ', 'POLYESTER FILM', ' POLYESTER ']",rule,2E
5114,CONTRACT NO1R45817210MT OF  BISPHENOLA  USD317000MTPRICE TERMCIF SHANGHAICHINAORIGINTAIWANPACKING750KG BAGS,BISPHENOLA,2P,202104.xlsx,[' BISPHENOLA '],rule,4A
5117,COMMODITY BPA  BISPHENOLA QUANTITY 1500MTCONTRACT NO 4500222515PRICE TERM CIF YANTAI PORT CHINA INCOTERMS 2010 EDITIONS,BISPHENOLA,2P,202104.xlsx,[' BISPHENOLA '],rule,4A
5118,COMMODITY BPA  BISPHENOLA QUANTITY 1500MTCONTRACT NO 4500222515PRICE TERM CIF YANTAI PORT CHINA INCOTERMS 2010 EDITIONS,BISPHENOLA,2P,202104.xlsx,[' BISPHENOLA '],rule,4A
5119,COMMODITY BPA  BISPHENOLA QUANTITY 1500MTCONTRACT NO 4500222515PRICE TERM CIF YANTAI PORT CHINA INCOTERMS 2010 EDITIONS,BISPHENOLA,2P,202104.xlsx,[' BISPHENOLA '],rule,4A
5120,COMMODITY BPA  BISPHENOLA QUANTITY 1500MTCONTRACT NO 4500222515PRICE TERM CIF YANTAI PORT CHINA INCOTERMS 2010 EDITIONS,BISPHENOLA,2P,202104.xlsx,[' BISPHENOLA '],rule,4A
5121,COMMODITY BPA  BISPHENOLA QUANTITY 1500MTCONTRACT NO 4500222515PRICE TERM CIF YANTAI PORT CHINA INCOTERMS 2010 EDITIONS,BISPHENOLA,2P,202104.xlsx,[' BISPHENOLA '],rule,4A
5123,AS PER PROFORMA INVOICE DD210401 NO Z0GR04POLYOXYMETHYLENE POM FORMOCON FM090TOTAL QUANTITY18 MTSUNIT PRICEUSD 2350 MT POLYOXYMETHYLENE POM FORMOCON  FM270 TOTAL QUANTITY18 MTSUNIT PRICEUSD 2350 MT TOTAL AMOUNTUSD 84600CIF AMBARLIISTANBUL TURKEY INCOTERMS 2020,FM270,1P,202104.xlsx,[' FM270 '],rule,4A
5124,AS PER PROFORMA INVOICE DD210401 NO Z0GR04POLYOXYMETHYLENE POM FORMOCON FM090TOTAL QUANTITY18 MTSUNIT PRICEUSD 2350 MT POLYOXYMETHYLENE POM FORMOCON  FM270 TOTAL QUANTITY18 MTSUNIT PRICEUSD 2350 MT TOTAL AMOUNTUSD 84600CIF AMBARLIISTANBUL TURKEY INCOTERMS 2020,FM270,1P,202104.xlsx,[' FM270 '],rule,4A
5126,COMMODITY MONO ETHYLENE GLYCOL  MEGHSCODE2905310000QUANTITY1500MTUNIT PRICEUSD67000MTCOUNTRY OF ORIGINTAIWANPACKINGIN BULKTERMS OF PRICE FOB MAILIAOTAIWAN,MONO ETHYLENE GLYCOL,2A,202104.xlsx,['MONO ETHYLENE GLYCOL'],rule,2A
5127,PRICE TERM C I F HONG KONGDESCRIPTION OF GOODS               UNIT PRICEAS PER CONTRACT NO POHW2103000221920 KGS 8 DRUMS X 240 KGS      USD460KG EPOXY RESIN  NANYA NPEL1287040 KGS 32 DRUMS X 220 KGS     USD500KGEPOXY RESIN NANYA NPEK115,EPOXY RESIN,2R,202104.xlsx,"['EPOXY RESIN', ' RESIN ']",rule,2R
5128,PRICE TERM C I F HONG KONGDESCRIPTION OF GOODS               UNIT PRICEAS PER CONTRACT NO POHW2103000221920 KGS 8 DRUMS X 240 KGS      USD460KG EPOXY RESIN  NANYA NPEL1287040 KGS 32 DRUMS X 220 KGS     USD500KGEPOXY RESIN NANYA NPEK115,EPOXY RESIN,2R,202104.xlsx,"['EPOXY RESIN', ' RESIN ']",rule,2R
5129,COMMODITY MONO ETHYLENE GLYCOL  MEGHS CODE2905310000QUANTITY110000MTUNIT PRICEUSD 67000MTTERMS OF  PRICEFOB MAILIAOTAIWANCOUNTRY OF ORIGINTAIWAN,MONO ETHYLENE GLYCOL,2A,202104.xlsx,['MONO ETHYLENE GLYCOL'],rule,2A
5133,PRODUCT  LIQUID CAUSTIC SODA QUANTITY 30000000 DMTUNIT PRICE USD 2600000DMTFOB  FREE ON BOARD MAILIAO TAIWANORIGIN TAIWAN,LIQUID CAUSTIC SODA,11,202104.xlsx,['LIQUID CAUSTIC SODA'],rule,11
5134,PRODUCT  LIQUID CAUSTIC SODA QUANTITY 30000000 DMTUNIT PRICE USD 2600000DMTFOB  FREE ON BOARD MAILIAO TAIWANORIGIN TAIWAN,LIQUID CAUSTIC SODA,11,202104.xlsx,['LIQUID CAUSTIC SODA'],rule,11
5137,CIF HONG KONGPROPYLENE COPOLYMER  GRADE  NOK8802QUANTITY64MTUNIT PRICEUSD1525MT,GRADE,4A,202104.xlsx,"[' GRADE ', 'PROPYLENE COPOLYMER']",rule,4A
5138,144 MTS 8 FCL  PHTHALIC ANHYDRIDE  PA AT THE RATE USD 97500PER MT AS PER PROFORMA INVOICE NO NP1434 DT 26032021 OFBENEFICIARYINCOTERMS 2010 CIF NHAVA SHEVA PORT INDIA,PHTHALIC ANHYDRIDE,27,202104.xlsx,"['PHTHALIC ANHYDRIDE', ' PA ']",rule,27
5139,1 COMMODITY HDPE  TAISOX 9001  QUANTITY 50MT UNIT PRICE USD115000MT CONTRACT NO H0LX072 COMMODITY HDPE TAISOX 9001 QUANTITY 100MT UNIT PRICE USD125000MT CONTRACT NO H0LX39PRICE TERM FOB ANY PORT IN TAIWANORIGIN TAIWANPACKING IN 25KGBAG,TAISOX 9001,18,202104.xlsx,"[' TAISOX ', 'HDPE TAISOX', ' HDPE ', 'TAISOX 9001']",rule,18
5140,1 COMMODITY HDPE  TAISOX 9001  QUANTITY 50MT UNIT PRICE USD115000MT CONTRACT NO H0LX072 COMMODITY HDPE TAISOX 9001 QUANTITY 100MT UNIT PRICE USD125000MT CONTRACT NO H0LX39PRICE TERM FOB ANY PORT IN TAIWANORIGIN TAIWANPACKING IN 25KGBAG,TAISOX 9001,18,202104.xlsx,"[' TAISOX ', 'HDPE TAISOX', ' HDPE ', 'TAISOX 9001']",rule,18
5141,TERMS OF PRICE  CIF TAIWAN COUNTRY OF ORIGIN  TAIWANDESCRIPTION   ABS RESIN FORMOSA HIPS 835GQUANTITY  5400000 KGUNIT PRICE  USD 223000  1000 KGAMOUNT  USD 12042000,ABS RESIN,4A,202104.xlsx,"[' HIPS ', 'ABS RESIN', ' RESIN ', ' ABS ']",rule,4A
5142,CIP CHINAPCABS RESIN  GRADE  NO AC2500 MAT02600400000018000KGS AT USD309KGPH21030253,GRADE,4A,202104.xlsx,"[' GRADE ', 'ABS RESIN', ' RESIN ']",rule,4A
5143,CIP CHINAPCABS RESIN  GRADE  NO AC2500 MAT02600400000018000KGS AT USD309KGPH21030253,GRADE,4A,202104.xlsx,"[' GRADE ', 'ABS RESIN', ' RESIN ']",rule,4A
5144,144 METRIC TONS OF ABS RESIN  GRADE  NO AG15A1HAT USD 261000 PER METRIC TONPACKING PACKED IN 25KGS PER BAG  18MT LOOSE LOADING         IN EACH 20 CONTAINERCIF HONG KONG  ANY PORT IN CHINA,GRADE,4A,202104.xlsx,"[' GRADE ', 'ABS RESIN', ' RESIN ', ' ABS ']",rule,4A
5145,COMMODITY MONOETHYLENE GLYCOL MEG FIBER  GRADE QUANTITY 2000 MTSUNIT PRICE USD700MT PACKING IN BULKORIGIN TAIWANCFR ANY PORT IN CHINA INCOTERMS 2010,GRADE,2A,202104.xlsx,"[' GRADE ', 'MONOETHYLENE GLYCOL']",rule,2A
5146,CFR ANY PORT CHINACOMMODITY    MONO ETHYLENE GLYCOL MEGPACKING     IN BULKQUANTITY    400000 MT  5 PERCENTUNIT PRICE  USD 70000MT CFR ANY PORT CHINA,MONO ETHYLENE GLYCOL,2A,202104.xlsx,['MONO ETHYLENE GLYCOL MEG'],rule,2A
5147,CFR ANY PORT CHINACOMMODITY    MONO ETHYLENE GLYCOL MEGPACKING     IN BULKQUANTITY    400000 MT  5 PERCENTUNIT PRICE  USD 70000MT CFR ANY PORT CHINA,MONO ETHYLENE GLYCOL,2A,202104.xlsx,['MONO ETHYLENE GLYCOL MEG'],rule,2A
5148,CFR ANY PORT CHINACOMMODITY    MONO ETHYLENE GLYCOL MEGPACKING     IN BULKQUANTITY    400000 MT  5 PERCENTUNIT PRICE  USD 70000MT CFR ANY PORT CHINA,MONO ETHYLENE GLYCOL,2A,202104.xlsx,['MONO ETHYLENE GLYCOL MEG'],rule,2A
5149,CFR ANY PORT CHINACOMMODITY    MONO ETHYLENE GLYCOL MEGPACKING     IN BULKQUANTITY    400000 MT  5 PERCENTUNIT PRICE  USD 70000MT CFR ANY PORT CHINA,MONO ETHYLENE GLYCOL,2A,202104.xlsx,['MONO ETHYLENE GLYCOL MEG'],rule,2A
5150,CIF HONG KONG OR ANY PORT IN CHINAITEM 1 54 METRIC TONS OF PS RESIN  GRADE  NO GP5250 AT         USD154000 PER METRIC TONITEM 2 90 METRIC TONS OF PS RESIN GRADE NO HP8250 AT         USD195000 PER METRIC TONPACKING PACKED IN 25KGSBAG AND 18MT LOOSE LOADING IN EACH 20CONTAINER,GRADE,4A,202104.xlsx,"[' PS ', 'PS RESIN', ' GRADE ', ' RESIN ', ' GP5250 ']",rule,4A
5151,CIF HONG KONG OR ANY PORT IN CHINAITEM 1 54 METRIC TONS OF PS RESIN  GRADE  NO GP5250 AT         USD154000 PER METRIC TONITEM 2 90 METRIC TONS OF PS RESIN GRADE NO HP8250 AT         USD195000 PER METRIC TONPACKING PACKED IN 25KGSBAG AND 18MT LOOSE LOADING IN EACH 20CONTAINER,GRADE,4A,202104.xlsx,"[' PS ', 'PS RESIN', ' GRADE ', ' RESIN ', ' GP5250 ']",rule,4A
5152,5 PERCENT MORE OR LESS IN AMOUNT AND QUANTITY ACCEPTABLE COPPER FOIL AS PER PROFORMA INVOICE NONY202103251 DATE 08 APRIL 2021,COPPER FOIL,2N,202104.xlsx,['COPPER FOIL'],rule,2N
5155,144 MT 1 FCL OF  TETRAHYDROFURAN  THF AT USD540000 PER MTCOUNTRY OF ORIGIN TAIWANCFR NHAVA SHEVA INDIA,TETRAHYDROFURAN,2P,202104.xlsx,"[' TETRAHYDROFURAN ', ' THF ']",rule,2P
5156,1 PP RESIN  GRADE  NO K4535  16MT  USD1960MTCIF ANY CHINA PORT2 PP RESIN GRADE NO K4535  16MT  USD1960MT3 PCGF RESIN GRADE NO AC2120 BLACK   13MT  USD3590MT4 ABSGF RESIN GRADE NO AG20GF BLUE    3MT  USD3370MT5 PC RESIN GRADE NO AC2926AF20    0225MT  USD3670MTCIP ANY CHINA PORT  HONG KONG,GRADE,4A,202104.xlsx,"[' PP ', 'PP RESIN', ' GRADE ', ' RESIN ', 'PC RESIN']",rule,24
5157,1 PP RESIN  GRADE  NO K4535  16MT  USD1960MTCIF ANY CHINA PORT2 PP RESIN GRADE NO K4535  16MT  USD1960MT3 PCGF RESIN GRADE NO AC2120 BLACK   13MT  USD3590MT4 ABSGF RESIN GRADE NO AG20GF BLUE    3MT  USD3370MT5 PC RESIN GRADE NO AC2926AF20    0225MT  USD3670MTCIP ANY CHINA PORT  HONG KONG,GRADE,4A,202104.xlsx,"[' PP ', 'PP RESIN', ' GRADE ', ' RESIN ', 'PC RESIN']",rule,24
5158,1 PP RESIN  GRADE  NO K4535  16MT  USD1960MTCIF ANY CHINA PORT2 PP RESIN GRADE NO K4535  16MT  USD1960MT3 PCGF RESIN GRADE NO AC2120 BLACK   13MT  USD3590MT4 ABSGF RESIN GRADE NO AG20GF BLUE    3MT  USD3370MT5 PC RESIN GRADE NO AC2926AF20    0225MT  USD3670MTCIP ANY CHINA PORT  HONG KONG,GRADE,4A,202104.xlsx,"[' PP ', 'PP RESIN', ' GRADE ', ' RESIN ', 'PC RESIN']",rule,24
5159,1 PP RESIN  GRADE  NO K4535  16MT  USD1960MTCIF ANY CHINA PORT2 PP RESIN GRADE NO K4535  16MT  USD1960MT3 PCGF RESIN GRADE NO AC2120 BLACK   13MT  USD3590MT4 ABSGF RESIN GRADE NO AG20GF BLUE    3MT  USD3370MT5 PC RESIN GRADE NO AC2926AF20    0225MT  USD3670MTCIP ANY CHINA PORT  HONG KONG,GRADE,4A,202104.xlsx,"[' PP ', 'PP RESIN', ' GRADE ', ' RESIN ', 'PC RESIN']",rule,24
5160,1 PP RESIN  GRADE  NO K4535  16MT  USD1960MTCIF ANY CHINA PORT2 PP RESIN GRADE NO K4535  16MT  USD1960MT3 PCGF RESIN GRADE NO AC2120 BLACK   13MT  USD3590MT4 ABSGF RESIN GRADE NO AG20GF BLUE    3MT  USD3370MT5 PC RESIN GRADE NO AC2926AF20    0225MT  USD3670MTCIP ANY CHINA PORT  HONG KONG,GRADE,4A,202104.xlsx,"[' PP ', 'PP RESIN', ' GRADE ', ' RESIN ', 'PC RESIN']",rule,24
5161,1 PP RESIN  GRADE  NO K4535  16MT  USD1960MTCIF ANY CHINA PORT2 PP RESIN GRADE NO K4535  16MT  USD1960MT3 PCGF RESIN GRADE NO AC2120 BLACK   13MT  USD3590MT4 ABSGF RESIN GRADE NO AG20GF BLUE    3MT  USD3370MT5 PC RESIN GRADE NO AC2926AF20    0225MT  USD3670MTCIP ANY CHINA PORT  HONG KONG,GRADE,4A,202104.xlsx,"[' PP ', 'PP RESIN', ' GRADE ', ' RESIN ', 'PC RESIN']",rule,24
5162,1 PP RESIN  GRADE  NO K4535  16MT  USD1960MTCIF ANY CHINA PORT2 PP RESIN GRADE NO K4535  16MT  USD1960MT3 PCGF RESIN GRADE NO AC2120 BLACK   13MT  USD3590MT4 ABSGF RESIN GRADE NO AG20GF BLUE    3MT  USD3370MT5 PC RESIN GRADE NO AC2926AF20    0225MT  USD3670MTCIP ANY CHINA PORT  HONG KONG,GRADE,4A,202104.xlsx,"[' PP ', 'PP RESIN', ' GRADE ', ' RESIN ', 'PC RESIN']",rule,24
5163,HIGH IMPACT POLYSTYRENE  GRADE  NO HP825H   396000KGSABS RESIN GRADE NO AG15AF                  18000KGSCIF YUEYANG PORT CHINA,GRADE,4A,202104.xlsx,"[' POLYSTYRENE ', ' GRADE ', 'ABS RESIN', ' RESIN ']",rule,4A
5164,HIGH IMPACT POLYSTYRENE  GRADE  NO HP825H   396000KGSABS RESIN GRADE NO AG15AF                  18000KGSCIF YUEYANG PORT CHINA,GRADE,4A,202104.xlsx,"[' POLYSTYRENE ', ' GRADE ', 'ABS RESIN', ' RESIN ']",rule,4A
5172,525 MT OF  PVC MASS RESIN B57  AT A UNIT PRICE OF USD 1650 PER MTAS PER SALES CONTRACT NOTRICON REF 3747712 DT19032021 AND525MT OF PVC SUSPENSION RESIN S57 AT A UNIT PRICE OF USD 1650PER MT AS PER SALES CONTRACT TRICON REF3747711 DT19032021OF THE BENEFICIARYINCOTERMS2020CIF CHENNAI  KATTUPALLISEAPORT INDIA,PVC MASS RESIN B57,11,202104.xlsx,"['PVC MASS RESIN B57', 'PVC SUSPENSION RESIN']",rule,11
5173,525 MT OF  PVC MASS RESIN B57  AT A UNIT PRICE OF USD 1650 PER MTAS PER SALES CONTRACT NOTRICON REF 3747712 DT19032021 AND525MT OF PVC SUSPENSION RESIN S57 AT A UNIT PRICE OF USD 1650PER MT AS PER SALES CONTRACT TRICON REF3747711 DT19032021OF THE BENEFICIARYINCOTERMS2020CIF CHENNAI  KATTUPALLISEAPORT INDIA,PVC MASS RESIN B57,11,202104.xlsx,"['PVC MASS RESIN B57', 'PVC SUSPENSION RESIN']",rule,11
5174,CIF YUEYANG PORT CHINAABS RESIN  GRADE  NO AF3537  52000KGSABS RESIN GRADE NOAG20GF BLUE 6000KG,GRADE,4A,202104.xlsx,"[' AF3537 ', ' GRADE ', 'ABS RESIN', ' RESIN ']",rule,4A
5175,CIF YUEYANG PORT CHINAABS RESIN  GRADE  NO AF3537  52000KGSABS RESIN GRADE NOAG20GF BLUE 6000KG,GRADE,4A,202104.xlsx,"[' AF3537 ', ' GRADE ', 'ABS RESIN', ' RESIN ']",rule,4A
5176,CIF YUEYANG PORT CHINAABS RESIN  GRADE  NO AF3537  52000KGSABS RESIN GRADE NOAG20GF BLUE 6000KG,GRADE,4A,202104.xlsx,"[' AF3537 ', ' GRADE ', 'ABS RESIN', ' RESIN ']",rule,4A
5178, PVC RESIN S70 QTY 198 MT AT USD1460MTFOB ANY TAIWANESE PORT,PVC RESIN S70,11,202104.xlsx,['PVC RESIN S70'],rule,11
5179,PRECIPITATED  CALCIUM CARBONATE  FP100AQUANTITY 66 MTS AT USD 410MTCIF LAEM CHABANG,CALCIUM CARBONATE,14,202104.xlsx,['CALCIUM CARBONATE'],rule,14
5180,PRECIPITATED  CALCIUM CARBONATE  FP100AQUANTITY 66 MTS AT USD 410MTCIF LAEM CHABANG,CALCIUM CARBONATE,14,202104.xlsx,['CALCIUM CARBONATE'],rule,14
5181, GLASS FABRICS CIF JAPANESE MAIN PORT,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
5182, GLASS FABRICS CIF JAPANESE MAIN PORT,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
5183, GLASS FABRICS CIF JAPANESE MAIN PORT,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
